locus_tag	ftype	gene	EC_number	product
LFT_01842	CDS	mshA_3	2.4.1.250	D-inositol 3-phosphate glycosyltransferase
LFT_01843	CDS	glgM	2.4.1.342	Alpha-maltose-1-phosphate synthase
LFT_01844	CDS			hypothetical protein
LFT_01845	CDS			hypothetical protein
LFT_01846	CDS			hypothetical protein
LFT_01847	CDS			hypothetical protein
LFT_01848	CDS	nuoL_3	1.6.5.11	NADH-quinone oxidoreductase subunit L
LFT_01849	CDS			hypothetical protein
LFT_01850	CDS			hypothetical protein
LFT_01851	CDS	ilvD_4	4.2.1.9	Dihydroxy-acid dehydratase
LFT_01852	CDS	ywlC_2	2.7.7.87	Threonylcarbamoyl-AMP synthase
LFT_01853	CDS	ilvD_5	4.2.1.9	Dihydroxy-acid dehydratase
LFT_01854	CDS			hypothetical protein
LFT_01855	CDS	nuoL_4	1.6.5.11	NADH-quinone oxidoreductase subunit L
LFT_01856	CDS			hypothetical protein
LFT_01857	CDS	nifL		Nitrogen fixation regulatory protein
LFT_01858	CDS	kinE_2	2.7.13.3	Sporulation kinase E
LFT_01859	CDS	zraR_6		Transcriptional regulatory protein ZraR
LFT_01860	CDS			hypothetical protein
LFT_01861	CDS			hypothetical protein
LFT_01862	CDS			hypothetical protein
LFT_01863	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LFT_01864	CDS	glxR	1.1.1.60	2-hydroxy-3-oxopropionate reductase
LFT_01865	CDS			hypothetical protein
LFT_01866	CDS			hypothetical protein
LFT_01867	CDS	hflK		Modulator of FtsH protease HflK
LFT_01868	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_01869	CDS			hypothetical protein
LFT_01870	CDS	smc		Chromosome partition protein Smc
	sig_peptide			putative signal peptide
LFT_01871	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_01872	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_01873	CDS	gmr_4	3.1.4.52	Cyclic di-GMP phosphodiesterase Gmr
LFT_01874	CDS			hypothetical protein
LFT_01875	CDS			hypothetical protein
LFT_01876	CDS			hypothetical protein
LFT_01877	CDS			hypothetical protein
LFT_01878	misc_RNA			crcB
LFT_01879	CDS			hypothetical protein
LFT_01880	CDS	emrY		putative multidrug resistance protein EmrY
LFT_01881	CDS	namA	1.6.99.1	NADPH dehydrogenase
LFT_01882	CDS	yijE_1		putative cystine transporter YijE
LFT_01883	CDS	yijE_2		putative cystine transporter YijE
LFT_01884	CDS	lhgO	1.1.3.15	L-2-hydroxyglutarate oxidase LhgO
LFT_01885	CDS			hypothetical protein
LFT_01886	CDS	tatA		Sec-independent protein translocase protein TatA
LFT_01887	CDS	ccoN1_2	1.9.3.1	Cbb3-type cytochrome c oxidase subunit CcoN1
LFT_01888	CDS			hypothetical protein
LFT_01889	CDS			hypothetical protein
LFT_01890	CDS			hypothetical protein
LFT_01891	CDS	rlmN	2.1.1.192	Dual-specificity RNA methyltransferase RlmN
LFT_01892	CDS	bcrC_2	3.6.1.27	Undecaprenyl-diphosphatase BcrC
LFT_01893	CDS			hypothetical protein
LFT_01894	CDS	mscS		Small-conductance mechanosensitive channel
LFT_01895	CDS			hypothetical protein
LFT_01896	CDS			hypothetical protein
LFT_01897	CDS	glnG_1		Nitrogen regulation protein NR(I)
LFT_01898	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_01899	CDS	phoR_2	2.7.13.3	Alkaline phosphatase synthesis sensor protein PhoR
LFT_01900	CDS	mepM_4	3.4.24.-	Murein DD-endopeptidase MepM
LFT_01901	CDS			hypothetical protein
LFT_01902	CDS	plsY	2.3.1.-	Glycerol-3-phosphate acyltransferase
LFT_01903	CDS	pgsA_2	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
LFT_01904	CDS		3.1.3.45	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
LFT_01905	CDS	kdsD	5.3.1.13	Arabinose 5-phosphate isomerase KdsD
LFT_01906	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
LFT_01907	CDS	pyrG	6.3.4.2	CTP synthase
LFT_01908	CDS	kdsB	2.7.7.90	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
LFT_01909	CDS	hldE		Bifunctional protein HldE
LFT_01910	CDS	spsB	3.4.21.89	Signal peptidase IB
LFT_01911	CDS	lepA	3.6.5.-	Elongation factor 4
LFT_01912	CDS	cga	3.2.1.3	Glucoamylase
LFT_01913	CDS	hisS	6.1.1.21	Histidine--tRNA ligase
LFT_01914	CDS			hypothetical protein
LFT_01915	CDS	exsA		Exoenzyme S synthesis regulatory protein ExsA
LFT_01916	CDS	gpr_2	1.1.1.-	L-glyceraldehyde 3-phosphate reductase
LFT_01917	CDS			hypothetical protein
LFT_01918	CDS	pdg		Ultraviolet N-glycosylase/AP lyase
LFT_01919	CDS	lon1	3.4.21.53	Lon protease 1
LFT_01920	CDS	hspA_1		Spore protein SP21
LFT_01921	CDS	prfB		Peptide chain release factor 2
LFT_01922	CDS	lnt	2.3.1.-	Apolipoprotein N-acyltransferase
LFT_01923	CDS			hypothetical protein
LFT_01924	CDS			hypothetical protein
LFT_01925	CDS	ligB	6.5.1.1	DNA ligase B
LFT_01926	CDS			hypothetical protein
LFT_01927	CDS			hypothetical protein
LFT_01928	CDS	lon2	3.4.21.53	Lon protease 2
LFT_01929	CDS			hypothetical protein
LFT_01930	CDS			hypothetical protein
LFT_01931	CDS	guaB_2	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
LFT_01932	CDS	guaA_2	6.3.5.2	GMP synthase [glutamine-hydrolyzing]
LFT_01933	CDS			hypothetical protein
LFT_01934	CDS			hypothetical protein
LFT_01935	CDS			hypothetical protein
LFT_01936	CDS	aspS	6.1.1.23	Aspartate--tRNA(Asp/Asn) ligase
LFT_01937	CDS	glnA	6.3.1.2	Glutamine synthetase
LFT_01938	CDS			putative signaling protein
LFT_01939	CDS	merA_3	1.16.1.1	Mercuric reductase
LFT_01940	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_01941	CDS			hypothetical protein
LFT_01942	CDS	erpA_2		Iron-sulfur cluster insertion protein ErpA
LFT_01943	CDS			hypothetical protein
LFT_01944	CDS			hypothetical protein
LFT_01945	CDS	greA		Transcription elongation factor GreA
LFT_01946	CDS	carB	6.3.5.5	Carbamoyl-phosphate synthase large chain
LFT_01947	CDS			hypothetical protein
LFT_01948	CDS	carA	6.3.5.5	Carbamoyl-phosphate synthase small chain
LFT_01949	CDS	pyrC	3.5.2.3	Dihydroorotase
LFT_01950	CDS	pyrB	2.1.3.2	Aspartate carbamoyltransferase
LFT_01951	CDS	pyrR		Bifunctional protein PyrR
LFT_01952	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_01953	CDS		2.7.7.53	AP-4-A phosphorylase
LFT_01954	CDS	tsaE		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
LFT_01955	CDS	guaB_3	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
LFT_01956	CDS			hypothetical protein
LFT_01957	CDS			hypothetical protein
LFT_01958	CDS			hypothetical protein
LFT_01959	CDS			hypothetical protein
LFT_01960	CDS			hypothetical protein
LFT_01961	CDS			hypothetical protein
LFT_01962	CDS			hypothetical protein
LFT_01963	CDS			hypothetical protein
LFT_01964	CDS			hypothetical protein
LFT_01965	CDS		2.7.1.165	D-glycerate 2-kinase
LFT_01966	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_01967	CDS	sppA_2	3.4.21.-	Putative signal peptide peptidase SppA
LFT_01968	CDS			hypothetical protein
LFT_01969	CDS	ybhR_2		Inner membrane transport permease YbhR
LFT_01970	CDS	drrA	3.6.3.-	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
LFT_01971	CDS			hypothetical protein
LFT_01972	CDS			hypothetical protein
LFT_01973	CDS			hypothetical protein
LFT_01974	CDS	petB_2		Cytochrome b6
LFT_01975	CDS	petC1	1.10.9.1	Cytochrome b6-f complex iron-sulfur subunit 1
LFT_01976	CDS	sfrB	1.-.-.-	NADPH-Fe(3+) oxidoreductase subunit beta
LFT_01977	CDS	nadK	2.7.1.23	NAD kinase
LFT_01978	CDS			hypothetical protein
LFT_01979	CDS	lptD		LPS-assembly protein LptD
	sig_peptide			putative signal peptide
LFT_01980	CDS	fpgS	6.3.2.17	Folylpolyglutamate synthase
LFT_01981	CDS	accD	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
LFT_01982	CDS	trpA	4.2.1.20	Tryptophan synthase alpha chain
LFT_01983	CDS	trpB	4.2.1.20	Tryptophan synthase beta chain
LFT_01984	CDS	trpF	5.3.1.24	N-(5'-phosphoribosyl)anthranilate isomerase
LFT_01985	CDS	trpC	4.1.1.48	Indole-3-glycerol phosphate synthase
LFT_01986	CDS	trpD2	2.4.2.18	Anthranilate phosphoribosyltransferase 2
LFT_01987	CDS	pabA	2.6.1.85	Aminodeoxychorismate/anthranilate synthase component 2
LFT_01988	CDS	trpE	4.1.3.27	Anthranilate synthase component 1
LFT_01989	CDS	zraR_7		Transcriptional regulatory protein ZraR
LFT_01990	CDS	nudF	3.6.1.13	ADP-ribose pyrophosphatase
LFT_01991	CDS			hypothetical protein
LFT_01992	CDS			hypothetical protein
LFT_01993	CDS			hypothetical protein
LFT_01994	CDS			hypothetical protein
LFT_01995	CDS			hypothetical protein
LFT_01996	CDS	fixN	1.9.3.1	Cytochrome c oxidase subunit 1 , bacteroid
LFT_01997	CDS	pkn1	2.7.11.1	Serine/threonine-protein kinase pkn1
LFT_01998	CDS			hypothetical protein
LFT_01999	CDS			hypothetical protein
LFT_02000	CDS			hypothetical protein
LFT_02001	CDS			hypothetical protein
LFT_02002	CDS			hypothetical protein
LFT_02003	CDS			hypothetical protein
LFT_02004	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02005	CDS			hypothetical protein
LFT_02006	CDS			hypothetical protein
LFT_02007	CDS			hypothetical protein
LFT_02008	CDS			hypothetical protein
LFT_02009	CDS			Ferredoxin, 2Fe-2S
LFT_02010	CDS	thrB	2.7.1.39	Homoserine kinase
LFT_02011	CDS	pyrD	1.3.1.14	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
LFT_02012	CDS	dop_2	3.4.-.-	Pup deamidase/depupylase
LFT_02013	CDS	prcA_2	3.4.25.1	Proteasome subunit alpha
LFT_02014	CDS	prcB_2	3.4.25.1	Proteasome subunit beta
LFT_02015	CDS			hypothetical protein
LFT_02016	CDS	dop_3	3.4.-.-	Depupylase
LFT_02017	CDS	mpa		Proteasome-associated ATPase
LFT_02018	CDS	dcd	3.5.4.13	Deoxycytidine triphosphate deaminase
LFT_02019	CDS			hypothetical protein
LFT_02020	CDS	bluB	1.13.11.79	5,6-dimethylbenzimidazole synthase
LFT_02021	CDS	kamA	5.4.3.2	L-lysine 2,3-aminomutase
LFT_02022	CDS			hypothetical protein
LFT_02023	CDS	ccsA_1		Cytochrome c biogenesis protein CcsA
LFT_02024	CDS	hemA	1.2.1.70	Glutamyl-tRNA reductase
LFT_02025	CDS	hemC	2.5.1.61	Porphobilinogen deaminase
LFT_02026	CDS	nasF_1	2.1.1.107	Uroporphyrinogen-III C-methyltransferase
LFT_02027	CDS	nasF_2	2.1.1.107	Uroporphyrinogen-III C-methyltransferase
LFT_02028	CDS	hemB	4.2.1.24	Delta-aminolevulinic acid dehydratase
LFT_02029	CDS	ribF		Riboflavin biosynthesis protein RibF
LFT_02030	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
LFT_02031	CDS	hpt	2.4.2.8	Hypoxanthine phosphoribosyltransferase
LFT_02032	CDS	ftsH	3.4.24.-	ATP-dependent zinc metalloprotease FtsH
LFT_02033	CDS	folP	2.5.1.15	Dihydropteroate synthase
LFT_02034	CDS	cdaA	2.7.7.85	Cyclic di-AMP synthase CdaA
LFT_02035	CDS			hypothetical protein
LFT_02036	tRNA			tRNA-Asn(gtt)
LFT_02037	CDS			hypothetical protein
LFT_02038	CDS	yecD	3.-.-.-	Isochorismatase family protein YecD
LFT_02039	CDS			HTH-type transcriptional repressor
LFT_02040	CDS	nhaK		Sodium, potassium, lithium and rubidium/H(+) antiporter
LFT_02041	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02042	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02043	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02044	CDS	aaeB		p-hydroxybenzoic acid efflux pump subunit AaeB
LFT_02045	CDS			hypothetical protein
LFT_02046	CDS	aaeA		p-hydroxybenzoic acid efflux pump subunit AaeA
LFT_02047	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02048	CDS	phrA	4.1.99.3	Deoxyribodipyrimidine photo-lyase
LFT_02049	CDS	kch_1		Voltage-gated potassium channel Kch
LFT_02050	CDS		1.13.11.24	Putative quercetin 2,3-dioxygenase
LFT_02051	CDS			hypothetical protein
LFT_02052	tRNA			tRNA-Gly(gcc)
LFT_02053	CDS			hypothetical protein
LFT_02054	CDS			hypothetical protein
LFT_02055	CDS			hypothetical protein
LFT_02056	CDS	repA		Regulatory protein RepA
LFT_02057	CDS			hypothetical protein
LFT_02058	CDS			hypothetical protein
LFT_02059	CDS			hypothetical protein
LFT_02060	CDS			hypothetical protein
LFT_02061	CDS			hypothetical protein
LFT_02062	CDS			hypothetical protein
LFT_02063	CDS			hypothetical protein
LFT_02064	CDS			hypothetical protein
LFT_02065	CDS			hypothetical protein
LFT_02066	CDS	traD		Coupling protein TraD
LFT_02067	CDS			hypothetical protein
LFT_02068	CDS	traI_2		Multifunctional conjugation protein TraI
LFT_02069	CDS			hypothetical protein
LFT_02070	CDS			hypothetical protein
LFT_02071	CDS	czcA_3		Cobalt-zinc-cadmium resistance protein CzcA
LFT_02072	CDS	czcA_4		Cobalt-zinc-cadmium resistance protein CzcA
LFT_02073	CDS	macA_2		Macrolide export protein MacA
	sig_peptide			putative signal peptide
LFT_02074	CDS	czcC		Cobalt-zinc-cadmium resistance protein CzcC
LFT_02075	CDS			hypothetical protein
LFT_02076	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02077	CDS	ziaR		Transcriptional repressor SmtB 
LFT_02078	CDS	czcD		Cadmium, cobalt and zinc/H(+)-K(+) antiporter
LFT_02079	CDS			hypothetical protein
LFT_02080	CDS			hypothetical protein
LFT_02081	CDS			hypothetical protein
LFT_02082	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02083	CDS	cusF_2		Cation efflux system protein CusF
LFT_02084	CDS			hypothetical protein
LFT_02085	CDS	silP	3.6.3.53	Silver exporting P-type ATPase
LFT_02086	CDS		3.1.4.-	3'3'-cGAMP-specific phosphodiesterase 3
LFT_02087	CDS			hypothetical protein
LFT_02088	CDS			hypothetical protein
LFT_02089	CDS			hypothetical protein
LFT_02090	CDS			hypothetical protein
LFT_02091	CDS			hypothetical protein
LFT_02092	CDS			hypothetical protein
LFT_02093	CDS	xerD_5		Tyrosine recombinase XerD
LFT_02094	CDS			hypothetical protein
LFT_02095	CDS	fecA_2		Fe(3+) dicitrate transport protein FecA
	sig_peptide			putative signal peptide
LFT_02096	CDS	exbB_3		Biopolymer transport protein ExbB
LFT_02097	CDS	exbD_2		Biopolymer transport protein ExbD
LFT_02098	CDS			hypothetical protein
LFT_02099	CDS			hypothetical protein
LFT_02100	CDS	phoP_2		Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
LFT_02101	CDS			hypothetical protein
LFT_02102	CDS	recD	3.1.11.5	RecBCD enzyme subunit RecD
LFT_02103	CDS	recB	3.1.11.5	RecBCD enzyme subunit RecB
LFT_02104	CDS	recC	3.1.11.5	RecBCD enzyme subunit RecC
LFT_02105	CDS	adh	1.1.1.1	Alcohol dehydrogenase
LFT_02106	CDS	yusO		putative HTH-type transcriptional regulator YusO
LFT_02107	CDS	oprM_2		Outer membrane protein OprM
	sig_peptide			putative signal peptide
LFT_02108	CDS	bepE		Efflux pump membrane transporter BepE
LFT_02109	CDS	acrA		Multidrug efflux pump subunit AcrA
LFT_02110	CDS			hypothetical protein
LFT_02111	CDS			hypothetical protein
LFT_02112	CDS	adrA	2.7.7.65	putative diguanylate cyclase AdrA
LFT_02113	CDS			hypothetical protein
LFT_02114	tRNA			tRNA-Lys(ctt)
LFT_02115	CDS	hndC_5	1.12.1.3	NADP-reducing hydrogenase subunit HndC
LFT_02116	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02117	CDS			hypothetical protein
LFT_02118	CDS			hypothetical protein
LFT_02119	CDS	glmM	5.4.2.10	Phosphoglucosamine mutase
LFT_02120	CDS	ywnA		Putative HTH-type transcriptional regulator YwnA
LFT_02121	CDS	nemA	1.-.-.-	N-ethylmaleimide reductase
LFT_02122	CDS			hypothetical protein
LFT_02123	CDS			Outer membrane lipoprotein Omp16
LFT_02124	CDS			hypothetical protein
LFT_02125	CDS			hypothetical protein
LFT_02126	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02127	CDS			hypothetical protein
LFT_02128	CDS			hypothetical protein
LFT_02129	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02130	CDS	zraR_8		Transcriptional regulatory protein ZraR
LFT_02131	CDS			hypothetical protein
LFT_02132	CDS			hypothetical protein
LFT_02133	CDS			hypothetical protein
LFT_02134	CDS	eno	4.2.1.11	Enolase
LFT_02135	CDS			hypothetical protein
LFT_02136	CDS			hypothetical protein
LFT_02137	CDS	gatB	6.3.5.-	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
LFT_02138	CDS	gatA	6.3.5.7	Glutamyl-tRNA(Gln) amidotransferase subunit A
LFT_02139	CDS	panD	4.1.1.11	Aspartate 1-decarboxylase
LFT_02140	CDS	gatC	6.3.5.-	Glutamyl-tRNA(Gln) amidotransferase subunit C
LFT_02141	CDS	pcrA_2	3.6.4.12	ATP-dependent DNA helicase PcrA
LFT_02142	CDS	tolB_2		Protein TolB
LFT_02143	CDS	glmS_2	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
LFT_02144	CDS	glmU		Bifunctional protein GlmU
LFT_02145	CDS			hypothetical protein
LFT_02146	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02147	CDS	cadI		Cadmium-induced protein CadI
LFT_02148	CDS	sdpR		Transcriptional repressor SdpR
LFT_02149	CDS			hypothetical protein
LFT_02150	CDS	cobB	3.5.1.-	NAD-dependent protein deacetylase
LFT_02151	CDS			hypothetical protein
LFT_02152	CDS	mhqP	1.-.-.-	Putative oxidoreductase MhqP
LFT_02153	CDS			putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
LFT_02154	CDS	mtnB	4.2.1.109	Methylthioribulose-1-phosphate dehydratase
LFT_02155	CDS	mtnX	3.1.3.87	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
LFT_02156	CDS	mtnW	5.3.2.5	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
LFT_02157	CDS	mtnD	1.13.11.54	Acireductone dioxygenase
LFT_02158	CDS	tsaA	1.11.1.15	putative peroxiredoxin
LFT_02159	CDS	ccpA	1.11.1.5	Cytochrome c551 peroxidase
	sig_peptide			putative signal peptide
LFT_02160	CDS	perR		Peroxide-responsive repressor PerR
LFT_02161	CDS			hypothetical protein
LFT_02162	CDS	tmk_2	2.7.4.9	Thymidylate kinase
LFT_02163	CDS	dnaX_2	2.7.7.7	DNA polymerase III subunit gamma/tau
LFT_02164	CDS			hypothetical protein
LFT_02165	CDS	metG	6.1.1.10	Methionine--tRNA ligase
LFT_02166	CDS	dtd3	3.1.1.96	D-aminoacyl-tRNA deacylase
LFT_02167	CDS			hypothetical protein
LFT_02168	CDS			hypothetical protein
LFT_02169	CDS	yhdG_2		putative amino acid permease YhdG
LFT_02170	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02171	CDS			hypothetical protein
LFT_02172	CDS			hypothetical protein
LFT_02173	CDS			hypothetical protein
LFT_02174	CDS	yhdG_3		putative amino acid permease YhdG
LFT_02175	CDS	yjlD	1.6.99.-	NADH dehydrogenase-like protein YjlD
LFT_02176	CDS			hypothetical protein
LFT_02177	CDS			hypothetical protein
LFT_02178	CDS			hypothetical protein
LFT_02179	CDS	der		GTPase Der
LFT_02180	CDS	ppsA	2.7.9.2	Phosphoenolpyruvate synthase
LFT_02181	CDS	glnG_2		Nitrogen regulation protein NR(I)
LFT_02182	CDS			hypothetical protein
LFT_02183	CDS	argA	2.3.1.1	Amino-acid acetyltransferase
LFT_02184	CDS	mcp3		Methyl-accepting chemotaxis protein 3
LFT_02185	CDS	tam_1	2.1.1.144	Trans-aconitate 2-methyltransferase
LFT_02186	CDS		1.-.-.-	putative oxidoreductase
LFT_02187	CDS	zwf1	1.1.1.49	Glucose-6-phosphate 1-dehydrogenase 1
LFT_02188	CDS		1.1.1.343	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
LFT_02189	tRNA			tRNA-Ala(cgc)
LFT_02190	CDS	purN	2.1.2.2	Phosphoribosylglycinamide formyltransferase
LFT_02191	CDS	purM	6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase
LFT_02192	CDS			hypothetical protein
LFT_02193	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02194	CDS	rnc_1	3.1.26.3	Ribonuclease 3
LFT_02195	CDS	fabF	2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase 2
LFT_02196	CDS	acpP		Acyl carrier protein
LFT_02197	CDS	fabG_2	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase FabG
LFT_02198	CDS	fabD	2.3.1.39	Malonyl CoA-acyl carrier protein transacylase
LFT_02199	CDS	fabH_2	2.3.1.180	3-oxoacyl-[acyl-carrier-protein] synthase 3
LFT_02200	CDS	plsX	2.3.1.-	Phosphate acyltransferase
LFT_02201	CDS	rpmF		50S ribosomal protein L32
LFT_02202	CDS			hypothetical protein
LFT_02203	CDS	proS	6.1.1.15	Proline--tRNA ligase
LFT_02204	CDS	ispG	1.17.7.3	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
LFT_02205	CDS	mmpA	3.4.24.-	Metalloprotease MmpA
LFT_02206	CDS	dxr	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase
LFT_02207	CDS	cdsA	2.7.7.41	Phosphatidate cytidylyltransferase
LFT_02208	CDS	uppS	2.5.1.31	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
LFT_02209	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02210	CDS	fhs	6.3.4.3	Formate--tetrahydrofolate ligase
LFT_02211	CDS	uppP	3.6.1.27	Undecaprenyl-diphosphatase
LFT_02212	CDS	tatC		Sec-independent protein translocase protein TatC
LFT_02213	CDS	tatB		Sec-independent protein translocase protein TatB
LFT_02214	CDS			hypothetical protein
LFT_02215	CDS	rimI	2.3.1.128	Ribosomal-protein-alanine acetyltransferase
LFT_02216	CDS	tsaB		tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
LFT_02217	CDS	radA	3.6.4.-	DNA repair protein RadA
LFT_02218	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02219	CDS			hypothetical protein
LFT_02220	CDS	pmbA	3.4.-.-	Metalloprotease PmbA
LFT_02221	CDS	tldD	3.4.-.-	Metalloprotease TldD
LFT_02222	CDS	estB_1	3.1.1.-	Esterase EstB
LFT_02223	CDS	crtB_1	2.5.1.-	Phytoene synthase
LFT_02224	CDS	pds	1.3.5.5	15-cis-phytoene desaturase
LFT_02225	CDS	crtB_2	2.5.1.99	All-trans-phytoene synthase
LFT_02226	CDS	crnA	3.5.2.10	Creatinine amidohydrolase
LFT_02227	CDS	soj	3.6.-.-	Chromosome-partitioning ATPase Soj
LFT_02228	CDS			hypothetical protein
LFT_02229	CDS	ldcA	3.4.17.13	Murein tetrapeptide carboxypeptidase
LFT_02230	CDS			hypothetical protein
LFT_02231	CDS			hypothetical protein
LFT_02232	CDS			hypothetical protein
LFT_02233	tRNA			tRNA-Glu(ctc)
LFT_02234	CDS	gph_2	3.1.3.18	Phosphoglycolate phosphatase
LFT_02235	CDS			hypothetical protein
LFT_02236	CDS			hypothetical protein
LFT_02237	CDS			Phage shock protein A 
LFT_02238	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02239	CDS			hypothetical protein
LFT_02240	CDS			hypothetical protein
LFT_02241	tRNA			tRNA-Leu(taa)
LFT_02242	CDS	xerD_6		Tyrosine recombinase XerD
LFT_02243	CDS			hypothetical protein
LFT_02244	CDS			hypothetical protein
LFT_02245	CDS			hypothetical protein
LFT_02246	CDS		3.1.-.-	Ribonuclease VapC46
LFT_02247	CDS			hypothetical protein
LFT_02248	CDS			hypothetical protein
LFT_02249	CDS			hypothetical protein
LFT_02250	CDS			hypothetical protein
LFT_02251	CDS			hypothetical protein
LFT_02252	CDS			hypothetical protein
LFT_02253	CDS			hypothetical protein
LFT_02254	CDS			hypothetical protein
LFT_02255	CDS			Insertion sequence IS5376 putative ATP-binding protein
LFT_02256	CDS			hypothetical protein
LFT_02257	CDS			hypothetical protein
LFT_02258	CDS			hypothetical protein
LFT_02259	CDS			hypothetical protein
LFT_02260	CDS			hypothetical protein
LFT_02261	CDS			hypothetical protein
LFT_02262	CDS			hypothetical protein
LFT_02263	CDS			hypothetical protein
LFT_02264	CDS			hypothetical protein
LFT_02265	CDS			hypothetical protein
LFT_02266	CDS			hypothetical protein
	sig_peptide			putative signal peptide
LFT_02267	CDS			hypothetical protein
LFT_02268	CDS	gloB_2	3.1.2.6	Hydroxyacylglutathione hydrolase
LFT_02269	CDS			putative MFS-type transporter
LFT_02270	CDS			hypothetical protein
LFT_02271	CDS	glgX_1	3.2.1.-	Glycogen operon protein GlgX 
LFT_02272	CDS	glgX_2	3.2.1.-	Glycogen operon protein GlgX 
LFT_02273	CDS		3.1.4.-	3'3'-cGAMP-specific phosphodiesterase 1
LFT_02274	CDS	lipA	2.8.1.8	Lipoyl synthase
LFT_02275	CDS	gpmA	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
LFT_02276	CDS			hypothetical protein
LFT_02277	CDS			hypothetical protein
LFT_02278	CDS			hypothetical protein
LFT_02279	CDS	rhlE	3.6.4.13	ATP-dependent RNA helicase RhlE
LFT_02280	CDS	puuD	3.5.1.94	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
LFT_02281	CDS	murI	5.1.1.3	Glutamate racemase
LFT_02282	CDS		3.2.1.52	Beta-hexosaminidase A
LFT_02283	CDS		3.6.1.9	Non-canonical purine NTP pyrophosphatase
LFT_02284	CDS	rph	2.7.7.56	Ribonuclease PH
LFT_02285	CDS			hypothetical protein
LFT_02286	CDS	yheS		putative ABC transporter ATP-binding protein YheS
LFT_02287	CDS	hspA_2		Spore protein SP21
LFT_02288	CDS	rluB	5.4.99.22	Ribosomal large subunit pseudouridine synthase B
LFT_02289	CDS			hypothetical protein
LFT_02290	CDS			hypothetical protein
LFT_02291	CDS			hypothetical protein
LFT_02292	misc_RNA			RNaseP_bact_a
LFT_02293	misc_RNA			RNaseP_arch
LFT_02294	misc_RNA			RNaseP_bact_b
LFT_02295	CDS	rnhA		14.7 kDa ribonuclease H-like protein
LFT_02296	CDS			hypothetical protein
LFT_02297	tRNA			tRNA-Met(cat)
LFT_02298	CDS	rpoD_1		RNA polymerase sigma factor RpoD
LFT_02299	CDS	rpoD_2		RNA polymerase sigma factor RpoD
